persona,domain,scale,mean,sd,cv,min,max,range,n_models
ENFP,Lie,EPQR-A,0.108335,0.1069183252534382,0.9869232035209138,0.0,0.3667,0.3667,20
ESTJ,Neuroticism,IPIP-NEO-120,1.515415,0.21643510869311383,0.1428223349334102,1.2,1.9333,0.7333000000000001,20
ESTJ,Extraversion,IPIP-NEO-120,3.5808349999999995,0.1973226577841481,0.05510520808251375,3.25,4.0583,0.8083,20
ESTJ,Openness,IPIP-NEO-120,1.8483249999999998,0.2706794448697573,0.1464458062677058,1.45,2.2667,0.8167000000000002,20
ESTJ,Agreeableness,IPIP-NEO-120,3.432505,0.24680144544754998,0.07190126320210749,3.0417,3.9417,0.8999999999999999,20
ESTJ,Conscientiousness,IPIP-NEO-120,4.828755,0.08501804205578947,0.017606617452281068,4.6583,4.95,0.2917000000000005,20
ESTJ,Machiavellianism,SD3,2.7122199999999994,0.3372014540300798,0.1243267338306184,2.0667,3.6667,1.6,20
ESTJ,Narcissism,SD3,3.93334,0.20846126594645836,0.05299853710751127,3.5778,4.2667,0.6889000000000003,20
ESTJ,Psychopathy,SD3,1.9577749999999998,0.20293041633771908,0.10365359468668213,1.5111,2.4444,0.9332999999999998,20
ESTJ,Activity,ZKPQ-50-CC,0.999,0.004358898943540678,0.004363262205746424,0.98,1.0,0.020000000000000018,20
ESTJ,Aggression-Hostility,ZKPQ-50-CC,0.685,0.16587646005386056,0.24215541613702268,0.38,1.0,0.62,20
ESTJ,Impulsive_Sensation_Seeking,ZKPQ-50-CC,0.013000000000000001,0.026286878856189834,2.0220676043222947,0.0,0.1,0.1,20
ESTJ,Neuroticism-Anxiety,ZKPQ-50-CC,0.036,0.039293765408777,1.091493483577139,0.0,0.1,0.1,20
ESTJ,Sociability,ZKPQ-50-CC,0.712,0.06675327707311457,0.0937546026307789,0.6,0.9,0.30000000000000004,20
ESTJ,Psychoticism,EPQR-A,0.0,0.0,,0.0,0.0,0.0,20
ESTJ,Extraversion,EPQR-A,0.885,0.11760716389744293,0.13288945073157393,0.6333,1.0,0.3667,20
ESTJ,Neuroticism,EPQR-A,0.003335,0.014536927976708145,4.358898943540673,0.0,0.0667,0.0667,20
ESTJ,Lie,EPQR-A,0.7633150000000001,0.13244617501083225,0.17351444031734242,0.5,1.0,0.5,20
ESTP,Neuroticism,IPIP-NEO-120,1.9745800000000002,0.20765366984476827,0.1051634625311551,1.6917,2.4167,0.7250000000000001,20
ESTP,Extraversion,IPIP-NEO-120,4.816255,0.13242240171134192,0.02749489005697205,4.4,4.9667,0.5667,20
ESTP,Openness,IPIP-NEO-120,2.68126,0.12947546640194044,0.0482890381395092,2.4083,2.95,0.5417000000000001,20
ESTP,Agreeableness,IPIP-NEO-120,3.22209,0.2629860146471671,0.08161969859537352,2.85,3.7333,0.8832999999999998,20
ESTP,Conscientiousness,IPIP-NEO-120,3.04875,0.22186067812931615,0.07277103013671705,2.55,3.4167,0.8667000000000002,20
ESTP,Machiavellianism,SD3,3.049995,0.3715083127939401,0.12180620387703589,2.5111,4.1111,1.6000000000000005,20
ESTP,Narcissism,SD3,4.23334,0.2992535169383979,0.07068969582844702,3.6889,4.7333,1.0444,20
ESTP,Psychopathy,SD3,3.7600000000000002,0.3183794622773271,0.08467538890354444,3.1111,4.3778,1.2666999999999997,20
ESTP,Activity,ZKPQ-50-CC,0.999,0.004358898943540678,0.004363262205746424,0.98,1.0,0.020000000000000018,20
ESTP,Aggression-Hostility,ZKPQ-50-CC,0.8109999999999999,0.13122118731363466,0.16180171062100454,0.5,1.0,0.5,20
ESTP,Impulsive_Sensation_Seeking,ZKPQ-50-CC,0.999,0.004358898943540678,0.004363262205746424,0.98,1.0,0.020000000000000018,20
ESTP,Neuroticism-Anxiety,ZKPQ-50-CC,0.013000000000000001,0.027766886753829646,2.1359143656792035,0.0,0.1,0.1,20
ESTP,Sociability,ZKPQ-50-CC,0.99,0.02049390153191919,0.020700910638302213,0.92,1.0,0.07999999999999996,20
ESTP,Psychoticism,EPQR-A,0.5350050000000001,0.09157805127321719,0.17117232787210807,0.4,0.6667,0.26669999999999994,20
ESTP,Extraversion,EPQR-A,1.0,0.0,0.0,1.0,1.0,0.0,20
ESTP,Neuroticism,EPQR-A,0.03667,0.060472953458550374,1.649112447737943,0.0,0.1667,0.1667,20
ESTP,Lie,EPQR-A,0.05666,0.08306142546332804,1.4659623272737035,0.0,0.3333,0.3333,20
ESFJ,Neuroticism,IPIP-NEO-120,2.191245,0.26157836201605056,0.11937431095840519,1.8083,2.65,0.8416999999999999,20
ESFJ,Extraversion,IPIP-NEO-120,4.039999999999999,0.1357316617447823,0.033596945976431265,3.775,4.2417,0.4666999999999999,20
ESFJ,Openness,IPIP-NEO-120,2.85292,0.18836615301056614,0.06602573959682224,2.4917,3.0917,0.6000000000000001,20
ESFJ,Agreeableness,IPIP-NEO-120,4.6425,0.12563726756022664,0.027062416275762335,4.4583,4.9,0.4417,20
ESFJ,Conscientiousness,IPIP-NEO-120,4.737075,0.16919655101390207,0.03571751576952066,4.25,4.9167,0.6666999999999996,20
ESFJ,Machiavellianism,SD3,2.1255450000000002,0.3562009902779608,0.16758101582321747,1.5111,2.8889,1.3778,20
ESFJ,Narcissism,SD3,3.5966750000000003,0.27854783408779177,0.07744592827758742,3.1556,4.2444,1.0887999999999995,20
ESFJ,Psychopathy,SD3,1.17111,0.16286330126827223,0.1390674669913776,1.0,1.6,0.6000000000000001,20
ESFJ,Activity,ZKPQ-50-CC,0.9479999999999998,0.06705221845696083,0.07073018824573928,0.78,1.0,0.21999999999999997,20
ESFJ,Aggression-Hostility,ZKPQ-50-CC,0.158,0.06749814812274482,0.42720346913129637,0.04,0.36,0.32,20
ESFJ,Impulsive_Sensation_Seeking,ZKPQ-50-CC,0.014000000000000002,0.036932370625238777,2.6380264732313408,0.0,0.16,0.16,20
ESFJ,Neuroticism-Anxiety,ZKPQ-50-CC,0.366,0.11010903686800644,0.30084436302734,0.16,0.58,0.41999999999999993,20
ESFJ,Sociability,ZKPQ-50-CC,0.967,0.04255584566190642,0.04400811340424656,0.88,1.0,0.12,20
ESFJ,Psychoticism,EPQR-A,0.031665,0.0542452788268251,1.7130989681612223,0.0,0.1667,0.1667,20
ESFJ,Extraversion,EPQR-A,1.0,0.0,0.0,1.0,1.0,0.0,20
ESFJ,Neuroticism,EPQR-A,0.499995,0.11353903062383437,0.22708033205098924,0.2333,0.8,0.5667,20
ESFJ,Lie,EPQR-A,0.76166,0.11364486965983113,0.14920682412077715,0.4667,0.9,0.4333,20
ESFP,Neuroticism,IPIP-NEO-120,2.1820750000000007,0.19758823820005073,0.09055061727944762,1.8333,2.7333,0.8999999999999999,20
ESFP,Extraversion,IPIP-NEO-120,4.753755,0.09221599359655572,0.01939855831790989,4.5833,4.9333,0.34999999999999964,20
ESFP,Openness,IPIP-NEO-120,3.605835,0.13216039601559915,0.0366518146325606,3.3417,3.9333,0.5916000000000001,20
ESFP,Agreeableness,IPIP-NEO-120,4.4399999999999995,0.18756391710560966,0.042244125474236414,4.0333,4.675,0.6417000000000002,20
ESFP,Conscientiousness,IPIP-NEO-120,2.9787450000000004,0.21923225464105417,0.07359886618057408,2.6,3.4333,0.8332999999999999,20
ESFP,Machiavellianism,SD3,1.9177850000000003,0.3796738406514202,0.1979751852535191,1.2667,2.5333,1.2666000000000002,20
ESFP,Narcissism,SD3,4.126665000000001,0.22078312497788416,0.05350158662694551,3.7111,4.4444,0.7332999999999998,20
ESFP,Psychopathy,SD3,2.40111,0.34091623589967085,0.1419827645962371,1.9333,3.2222,1.2889,20
ESFP,Activity,ZKPQ-50-CC,0.9359999999999999,0.08546344247688599,0.09130709666333973,0.62,1.0,0.38,20
ESFP,Aggression-Hostility,ZKPQ-50-CC,0.38300000000000006,0.15300653580811505,0.399494871561658,0.2,0.72,0.52,20
ESFP,Impulsive_Sensation_Seeking,ZKPQ-50-CC,0.9969999999999999,0.009539392014169467,0.009568096303078704,0.96,1.0,0.040000000000000036,20
ESFP,Neuroticism-Anxiety,ZKPQ-50-CC,0.08800000000000001,0.064,0.7272727272727272,0.0,0.2,0.2,20
ESFP,Sociability,ZKPQ-50-CC,0.999,0.004358898943540678,0.004363262205746424,0.98,1.0,0.020000000000000018,20
ESFP,Psychoticism,EPQR-A,0.374985,0.0801936922394773,0.21385840030795178,0.2,0.5333,0.3333,20
ESFP,Extraversion,EPQR-A,1.0,0.0,0.0,1.0,1.0,0.0,20
ESFP,Neuroticism,EPQR-A,0.28833000000000003,0.1006977363201378,0.34924474151194046,0.0667,0.5,0.4333,20
ESFP,Lie,EPQR-A,0.095,0.10069922541906665,1.059991846516491,0.0,0.3333,0.3333,20
