scale,domain,chinese_mean,western_mean,cohens_d,t_stat,p_value
SD3,Narcissism,2.431111111111111,2.128888888888889,0.3137712715599204,2.104841677783585,0.036708787978308316
IPIP-NEO-120,Extraversion,3.0324999999999998,2.776111111111111,0.24211086912886912,2.652191688781255,0.00826296544350802
IPIP-NEO-120,Neuroticism,2.3499999999999996,2.140416666666667,0.17012594616205476,1.8636363665973352,0.06298572661196297
SD3,Machiavellianism,2.5466666666666664,2.3444444444444446,0.15282486164278697,1.0251803378558153,0.30666928455860054
IPIP-NEO-120,Openness,3.2800000000000002,3.0925000000000002,0.14987608676857953,1.641810271075051,0.10128704092442922
SD3,Psychopathy,2.3400000000000003,2.1418518518518517,0.1344472484083621,0.9018995604866943,0.36832898516015833
IPIP-NEO-120,Agreeableness,2.3800000000000003,2.2675,0.0832493898530992,0.9119513744216825,0.3622540037018652
IPIP-NEO-120,Conscientiousness,3.4266666666666667,3.38875,0.027791707861401085,0.3044429061456608,0.7609229802658942
