scale,domain,chinese_mean,western_mean,cohens_d,t_stat,p_value
SD3,Machiavellianism,2.6222222222222222,2.375,0.1776394544696374,1.1268875825078437,0.26147722562139514
IPIP-NEO-120,Extraversion,3.029166666666667,2.8333333333333335,0.17576898346472514,1.7892300227947446,0.07428146306091675
IPIP-NEO-120,Openness,3.2875,3.0833333333333335,0.15494774468603936,1.5946810850967246,0.1115182721058607
SD3,Psychopathy,2.3444444444444446,2.173611111111111,0.11435739376255528,0.7229097166290719,0.47079075982503915
SD3,Narcissism,2.3555555555555556,2.25,0.10040565358893852,0.6291981465950135,0.5301166736892198
IPIP-NEO-120,Neuroticism,2.3333333333333335,2.234375,0.07609927239623904,0.7834454768195841,0.4337968554025686
IPIP-NEO-120,Agreeableness,2.3916666666666666,2.3333333333333335,0.04068762330333491,0.41927173345877694,0.6752269239613243
IPIP-NEO-120,Conscientiousness,3.375,3.359375,0.0110834917762425,0.1142116281399504,0.9091233420216683
