subset,model,actual_persona,predicted_z_euclidean,distance_z_euclidean,margin_z_euclidean,correct_z_euclidean,predicted_cosine,distance_cosine,margin_cosine,correct_cosine,predicted_mahalanobis,distance_mahalanobis,margin_mahalanobis,correct_mahalanobis
all,GLM-4.6V,INFJ,INFJ,0.27811999565376255,0.44199104604123873,True,INFJ,0.043486470064470595,0.1860650818590115,True,INFJ,0.6206446654056664,0.27327127594419476,True
all,GLM-4.6V,INTJ,INTJ,0.22350301825375582,0.5125209986876408,True,INTJ,0.03313252074055262,0.3635624267720371,True,INTJ,0.49417021802753625,0.33275163310451594,True
all,GLM-4.6V,ISTP,ISTP,0.2576087150828003,0.4162825534616413,True,ISTP,0.05006584097046163,0.28423605042176503,True,ISTP,0.43345188515296595,0.4192137575474445,True
all,GLM-4.6V,ISFP,ISFP,0.17447704014088478,0.2659456440599981,True,ISFP,0.015140376166059455,0.061187963432038917,True,ISFP,0.37119892507772617,0.30745269416125437,True
all,GLM-4.6V,INFP,INFP,0.22477338025364488,0.32965574453594626,True,INFP,0.018145031349227847,0.08991933757701986,True,INFP,0.393779637831086,0.33041821257099885,True
all,GLM-4.6V,INTP,INTP,0.19807835918746708,0.3801156238906963,True,INTP,0.027320536235040604,0.23130459736029985,True,INTP,0.44063567493975103,0.36979943862544723,True
all,GLM-4.6V,ESTP,ESTP,0.23601279345269482,0.37091916844446876,True,ESTP,0.017210928760438726,0.10791266491200369,True,ESTP,0.5636643963290453,0.3273912176955577,True
all,GLM-4.6V,ESFP,ESFP,0.17420094851642343,0.45975385626675924,True,ESFP,0.017624257198045945,0.19098384707502591,True,ESFP,0.4278364909173201,0.32734369958888687,True
all,GLM-4.6V,ENFP,ENFP,0.2477084212522735,0.34393067077214173,True,ENFP,0.029088952890097275,0.15046319235660766,True,ENFP,0.5503529196828603,0.23815219012955635,True
all,GLM-4.6V,ENTP,ENTP,0.24858248682184017,0.2931322658695076,True,ENTP,0.015678415592110584,0.07136962787453949,True,ENTP,0.44152503526398096,0.22985688710310886,True
all,GLM-4.6V,ESTJ,ESTJ,0.24521551457717372,0.4577815798685546,True,ESTJ,0.024933897575450947,0.20976194622449895,True,ESTJ,0.5626924285562562,0.38149750967944307,True
all,GLM-4.6V,ESFJ,ESFJ,0.2639917466250434,0.37788104941133266,True,ESFJ,0.033946127540894544,0.21271626774229413,True,ESFJ,0.64528917475843,0.29401634891845274,True
all,GLM-4.6V,ENFJ,ENFJ,0.25746242781854556,0.271972238349554,True,ENFJ,0.03566977132832394,0.137941357164434,True,ENFJ,0.5085596249537454,0.19891876070074999,True
all,GLM-4.6V,ENTJ,ENTJ,0.26045159937429735,0.35009222323424977,True,ENTJ,0.03488606758680146,0.1534354549875535,True,ENTJ,0.5690827464263922,0.15431027207922265,True
all,GPT 5.2,ISTJ,ISTJ,0.23963550505862335,0.43398029205956695,True,ISTJ,0.03066634805162516,0.24310512345377955,True,ISTJ,0.5456939025866183,0.21079388387165632,True
all,GPT 5.2,ISFJ,ISFJ,0.37763757201990683,0.2329824989711589,True,ISFJ,0.08182513644296319,0.1311107449252824,True,ISFJ,0.7541375402648665,0.304559759375461,True
all,GPT 5.2,INFJ,INFJ,0.24192302621652448,0.3864812177226292,True,INFJ,0.03020840953331627,0.17108349150392466,True,INFJ,0.6070274357821019,0.21858727820643342,True
all,GPT 5.2,INTJ,INTJ,0.3621153154595312,0.3070307121814089,True,INTJ,0.09763286723201448,0.18639332115720308,True,INTJ,0.5213508501915165,0.3082998332811584,True
all,GPT 5.2,ISTP,ISTP,0.25373810316643713,0.41757418667874296,True,ISTP,0.054402477491442225,0.3043817706371289,True,ISTP,0.5632122850405333,0.1731375979355143,True
all,GPT 5.2,ISFP,ISFP,0.27764516186417126,0.20757877260926566,True,ISFP,0.04751800021417096,0.028234680098589315,True,ISFP,0.5694720711162025,0.2645370495909214,True
all,GPT 5.2,INFP,INFP,0.23996622003640738,0.21684008179831926,True,INFP,0.02247366413042473,0.05832327084087796,True,INFP,0.574137247292948,0.06789956451842516,True
all,GPT 5.2,INTP,INTP,0.2778236635136246,0.329004207218433,True,INTP,0.05373111357856197,0.25028790660775757,True,INTP,0.5623852586984532,0.23028241060818277,True
all,GPT 5.2,ESTP,ESTP,0.3739021926390727,0.2617405688187368,True,ESTP,0.04389627593961709,0.09493009354253645,True,ESTP,0.8228429138164061,0.08799781410417351,True
all,GPT 5.2,ESFP,ESFP,0.29838984570353266,0.22926503307486845,True,ESFP,0.057104638078684045,0.08569044685743155,True,ESFP,0.5292360237562694,0.2008254080116012,True
all,GPT 5.2,ENFP,ENFP,0.2984043659455495,0.4216499561378017,True,ENFP,0.042288122230632386,0.22959285541457453,True,ENFP,0.5064267661138546,0.14796797000536976,True
all,GPT 5.2,ENTP,ENTP,0.42985667371502745,0.183513815081362,True,ENTP,0.04110907509380135,0.11263487021301855,True,ENTP,0.5542370280617794,0.1837690575204436,True
all,GPT 5.2,ESTJ,ESTJ,0.3489274392898929,0.33360022886279594,True,ESTJ,0.061605285856737635,0.21071203025612228,True,ESTJ,0.595052890864824,0.05965062771336638,True
all,GPT 5.2,ESFJ,ESFJ,0.3553837464367115,0.2153470747375748,True,ESFJ,0.08343280768506622,0.13708123544058126,True,ESFJ,0.6372475197587807,0.22163734350451847,True
all,GPT 5.2,ENFJ,ENFJ,0.3797922984812762,0.31606445749381545,True,ENFJ,0.10196159494712664,0.23218212741166655,True,ENFJ,0.6338369028006507,0.167021083252332,True
all,GPT 5.2,ENTJ,ENTJ,0.4047781385289028,0.2718215214142284,True,ENTJ,0.09414997762516575,0.16567250907421271,True,ENTJ,0.5904610046488499,0.2280028800649414,True
all,GPT-5.5,ISTJ,ISTJ,0.3268946268569302,0.3526561980921203,True,ISTJ,0.05561082210894297,0.24069977842062495,True,ISTJ,0.5851272634331155,0.27246929018228583,True
all,GPT-5.5,ISFJ,ISFJ,0.2914127612096388,0.2141571775622732,True,ISFJ,0.04601901273562414,0.09416900891740221,True,ISFJ,0.6087461832896609,0.12481628774958808,True
all,GPT-5.5,INFJ,INFJ,0.3473529250791474,0.31507664395023627,True,INFJ,0.05049781392588737,0.12780949142850928,True,INFJ,0.6939268688438515,0.22175404567058465,True
all,GPT-5.5,INTJ,INTJ,0.36724711179508973,0.29282883584491903,True,INTJ,0.10281359402584533,0.2834778555478079,True,INTJ,0.6756055189128793,0.23566751920250073,True
all,GPT-5.5,ISTP,ISTP,0.28827790272187914,0.314407444633092,True,ISTP,0.0646428398525627,0.19395323720409396,True,ISTP,0.6231260299130617,0.3101489456366049,True
all,GPT-5.5,ISFP,ISFP,0.27563372837134614,0.10038628116621917,True,ISFP,0.0388265697863468,0.01401188539576248,True,ISFP,0.555862480763992,0.049327148071175,True
all,GPT-5.5,INFP,INFP,0.2394560592261092,0.2875455715280676,True,INFP,0.021493560081115026,0.07863958885228617,True,INFP,0.4713722407614781,0.19781804977586748,True
all,GPT-5.5,INTP,INTP,0.3356322036839634,0.33883636591592015,True,INTP,0.07866910346852707,0.27630182665457337,True,INTP,0.638684538085374,0.20202355190278154,True
all,GPT-5.5,ESTP,ESTP,0.2592304842920628,0.3017300863401147,True,ESTP,0.018796252683179526,0.08989933197214084,True,ESTP,0.5165659371164212,0.15221305518489148,True
